energy_ev,abacus_si_si_minus_cohp,lobster_si_si_minus_pcohp,lobster_scaled_minus_pcohp
6.279970,-6.1783210607e-02,-9.4293702535e-01,-3.5120341952e-02
6.329970,-6.6434819712e-02,-9.2900896965e-01,-3.4601581880e-02
6.379970,-7.3535717575e-02,-9.1238813498e-01,-3.3982527393e-02
6.429970,-8.2501146913e-02,-8.9255926732e-01,-3.3243987496e-02
6.479970,-9.2467953716e-02,-8.6953000000e-01,-3.2386246500e-02
6.529970,-1.0244624474e-01,-8.4330445687e-01,-3.1409458000e-02
6.579970,-1.1150100704e-01,-8.1387775604e-01,-3.0313440167e-02
6.629970,-1.1886938217e-01,-7.8125106030e-01,-2.9098236309e-02
6.679970,-1.2396332200e-01,-7.4542600719e-01,-2.7763907417e-02
6.729970,-1.2629159964e-01,-7.0639750000e-01,-2.6310263662e-02
6.779970,-1.2539765996e-01,-6.6416453275e-01,-2.4737267575e-02
6.829970,-1.2090155429e-01,-6.1873163106e-01,-2.3045087715e-02
6.879970,-1.1265721802e-01,-5.7009949481e-01,-2.1233750151e-02
6.929970,-1.0094400015e-01,-5.1826793530e-01,-1.9303247853e-02
6.979970,-8.6569426461e-02,-4.6323714913e-01,-1.7253588145e-02
7.029970,-7.0798563327e-02,-4.0500398562e-01,-1.5084653677e-02
7.079970,-5.5117731523e-02,-3.4725618211e-01,-1.2933796778e-02
7.129970,-4.0925912430e-02,-3.0197067079e-01,-1.1247106575e-02
7.179970,-2.9275022487e-02,-2.7190652356e-01,-1.0127346609e-02
7.229970,-2.0741422537e-02,-2.4450298922e-01,-9.1066830114e-03
7.279970,-1.5438018506e-02,-2.1927062288e-01,-8.1668860682e-03
7.329970,-1.3115459654e-02,-1.9620225639e-01,-7.3076887967e-03
7.379970,-1.3282074137e-02,-1.7529388978e-01,-6.5289422151e-03
7.429970,-1.5295053123e-02,-1.5654981034e-01,-5.8308060070e-03
7.479970,-1.8416787330e-02,-1.3996939297e-01,-5.2132568897e-03
7.529970,-2.1861922765e-02,-1.2555327875e-01,-4.6763187408e-03
7.579970,-2.4865561059e-02,-1.1330748253e-01,-4.2202155873e-03
7.629970,-2.6782205254e-02,-1.0322153355e-01,-3.8445574386e-03
7.679970,-2.7194590122e-02,-9.5297571885e-02,-3.5494240037e-03
7.729970,-2.5991994101e-02,-8.9522729088e-02,-3.3343359880e-03
7.779970,-2.3382064064e-02,-8.5453608227e-02,-3.1827787660e-03
7.829970,-1.9826823337e-02,-8.2063158315e-02,-3.0564991131e-03
7.879970,-1.5927300818e-02,-7.8759117412e-02,-2.9334378235e-03
7.929970,-1.2303132556e-02,-7.5517795527e-02,-2.8127125471e-03
7.979970,-9.5118213984e-03,-7.2346458375e-02,-2.6945939006e-03
8.029970,-8.0284871738e-03,-6.9245091853e-02,-2.5790813585e-03
8.079970,-8.2731829836e-03,-6.6213085064e-02,-2.4661521678e-03
8.129970,-1.0645110593e-02,-6.3247762028e-02,-2.3557066595e-03
8.179970,-1.5514016660e-02,-6.0348969649e-02,-2.2477391316e-03
8.229970,-2.3134521378e-02,-5.7523027157e-02,-2.1424849481e-03
8.279970,-3.3486687266e-02,-5.4760303454e-02,-2.0395853922e-03
8.329970,-4.6093957280e-02,-5.2067533946e-02,-1.9392913287e-03
8.379970,-5.9906859244e-02,-4.9440972444e-02,-1.8414632282e-03
8.429970,-7.3343702351e-02,-4.6880748652e-02,-1.7461059216e-03
8.479970,-8.4533940037e-02,-4.4394101438e-02,-1.6534890255e-03
8.529970,-9.1725902583e-02,-4.1970071885e-02,-1.5632043675e-03
8.579970,-9.3734983569e-02,-3.9615963266e-02,-1.4755239632e-03
8.629970,-9.0268590143e-02,-3.7328672125e-02,-1.3903322220e-03
8.679970,-8.1999518994e-02,-3.5107074680e-02,-1.3075872880e-03
8.729970,-7.0358606142e-02,-3.2959181473e-02,-1.2275875193e-03
8.779970,-5.7131360823e-02,-3.0874313099e-02,-1.1499351541e-03
8.829970,-4.4013638019e-02,-2.8858929712e-02,-1.0748708054e-03
8.879970,-3.2276518618e-02,-2.6913437812e-02,-1.0024096134e-03
8.929970,-2.2622293687e-02,-2.5037857428e-02,-9.3255232425e-04
8.979970,-1.5225154982e-02,-2.3228893991e-02,-8.6517622936e-04
9.029970,-9.8869496680e-03,-2.1482851438e-02,-8.0014366634e-04
9.079970,-6.2217191680e-03,-1.9806337859e-02,-7.3770075809e-04
9.129970,-3.8052734294e-03,-1.8199692553e-02,-6.7786014199e-04
9.179970,-2.2640433564e-03,-1.6662937300e-02,-6.2062262927e-04
9.229970,-1.3087551962e-03,-1.5195738818e-02,-5.6597580660e-04
9.279970,-7.3309692427e-04,-1.3795494111e-02,-5.1382272361e-04
9.329970,-3.9753107948e-04,-1.2458043131e-02,-4.6400843646e-04
9.379970,-2.1133384088e-04,-1.1190175719e-02,-4.1678583742e-04
9.429970,-1.1856063149e-04,-9.9921501298e-03,-3.7216454541e-04
9.479970,-8.9076938625e-05,-8.8611521565e-03,-3.3003974333e-04
9.529970,-1.1404605271e-04,-7.7954333067e-03,-2.9034630737e-04
9.579970,-2.0498975175e-04,-6.8039089639e-03,-2.5341629716e-04
9.629970,-3.9546497949e-04,-5.8750479233e-03,-2.1882022500e-04
9.679970,-7.4388969369e-04,-5.0158266773e-03,-1.8681793518e-04
9.729970,-1.3350844915e-03,-4.2264224396e-03,-1.5741602813e-04
9.779970,-2.2771119855e-03,-3.5041134185e-03,-1.3051312886e-04
9.829970,-3.6897349311e-03,-2.8469408946e-03,-1.0603628349e-04
9.879970,-5.6820907940e-03,-2.2641385506e-03,-8.4329406934e-05
9.929970,-8.3204618619e-03,-1.7438658147e-03,-6.4951488894e-05
9.979970,-1.1591884296e-02,-1.2932907348e-03,-4.8169508280e-05
10.029970,-1.5374138803e-02,-9.0985825514e-04,-3.3888300267e-05
10.079970,-1.9424849555e-02,-5.9152156549e-04,-2.2031629996e-05
10.129970,-2.3399732988e-02,-3.4764376997e-04,-1.2948232756e-05
10.179970,-2.6902166128e-02,-1.6618287083e-04,-6.1895960104e-06
10.229970,-2.9555767056e-02,-5.4496805111e-05,-2.0297712141e-06
10.279970,-3.1083254439e-02,-7.4326212816e-06,-2.7683312246e-07
10.329970,-3.1372576839e-02,0.0000000000e+00,0.0000000000e+00
10.379970,-3.0515876273e-02,0.0000000000e+00,0.0000000000e+00
10.429970,-2.8814839310e-02,0.0000000000e+00,0.0000000000e+00
10.479970,-2.6752245809e-02,0.0000000000e+00,0.0000000000e+00
10.529970,-2.4931289630e-02,0.0000000000e+00,0.0000000000e+00
10.579970,-2.3983704826e-02,0.0000000000e+00,0.0000000000e+00
10.629970,-2.4450620470e-02,0.0000000000e+00,0.0000000000e+00
10.679970,-2.6650765552e-02,0.0000000000e+00,0.0000000000e+00
10.729970,-3.0567061376e-02,0.0000000000e+00,0.0000000000e+00
10.779970,-3.5794939224e-02,0.0000000000e+00,0.0000000000e+00
10.829970,-4.1591025937e-02,0.0000000000e+00,0.0000000000e+00
10.879970,-4.7032254462e-02,0.0000000000e+00,0.0000000000e+00
10.929970,-5.1250027732e-02,0.0000000000e+00,0.0000000000e+00
10.979970,-5.3663064422e-02,0.0000000000e+00,0.0000000000e+00
11.029970,-5.4121106853e-02,0.0000000000e+00,0.0000000000e+00
11.079970,-5.2902369698e-02,0.0000000000e+00,0.0000000000e+00
11.129970,-5.0569229256e-02,0.0000000000e+00,0.0000000000e+00
11.179970,-4.7747839103e-02,0.0000000000e+00,0.0000000000e+00
11.229970,-4.4925091234e-02,0.0000000000e+00,0.0000000000e+00
11.279970,-4.2337126621e-02,0.0000000000e+00,0.0000000000e+00
11.329970,-3.9971887660e-02,0.0000000000e+00,0.0000000000e+00
11.379970,-3.7655690690e-02,0.0000000000e+00,0.0000000000e+00
11.429970,-3.5167822181e-02,0.0000000000e+00,0.0000000000e+00
11.479970,-3.2334426798e-02,0.0000000000e+00,0.0000000000e+00
11.529970,-2.9079499129e-02,0.0000000000e+00,0.0000000000e+00
11.579970,-2.5435817328e-02,0.0000000000e+00,0.0000000000e+00
11.629970,-2.1529772041e-02,0.0000000000e+00,0.0000000000e+00
11.679970,-1.7552612331e-02,0.0000000000e+00,0.0000000000e+00
11.729970,-1.3725742154e-02,0.0000000000e+00,0.0000000000e+00
11.779970,-1.0266313036e-02,0.0000000000e+00,0.0000000000e+00
11.829970,-7.3612754221e-03,0.0000000000e+00,0.0000000000e+00
11.879970,-5.1583306993e-03,0.0000000000e+00,0.0000000000e+00
11.929970,-3.7769998180e-03,0.0000000000e+00,0.0000000000e+00
11.979970,-3.3331747339e-03,0.0000000000e+00,0.0000000000e+00
12.029970,-3.9610008405e-03,0.0000000000e+00,0.0000000000e+00
12.079970,-5.8124802623e-03,0.0000000000e+00,0.0000000000e+00
12.129970,-9.0211780854e-03,0.0000000000e+00,0.0000000000e+00
12.179970,-1.3631293153e-02,0.0000000000e+00,0.0000000000e+00
12.229970,-1.9512291296e-02,0.0000000000e+00,0.0000000000e+00
12.279970,-2.6294099950e-02,0.0000000000e+00,0.0000000000e+00
12.329970,-3.3359756803e-02,0.0000000000e+00,0.0000000000e+00
12.379970,-3.9916728644e-02,0.0000000000e+00,0.0000000000e+00
12.429970,-4.5138701417e-02,0.0000000000e+00,0.0000000000e+00
12.479970,-4.8339099718e-02,0.0000000000e+00,0.0000000000e+00
12.529970,-4.9121458327e-02,0.0000000000e+00,0.0000000000e+00
12.579970,-4.7459199000e-02,0.0000000000e+00,0.0000000000e+00
12.629970,-4.3684868874e-02,0.0000000000e+00,0.0000000000e+00
12.679970,-3.8402198049e-02,0.0000000000e+00,0.0000000000e+00
12.729970,-3.2357414885e-02,0.0000000000e+00,0.0000000000e+00
12.779970,-2.6310888060e-02,0.0000000000e+00,0.0000000000e+00
12.829970,-2.0939190396e-02,0.0000000000e+00,0.0000000000e+00
12.879970,-1.6780755304e-02,0.0000000000e+00,0.0000000000e+00
12.929970,-1.4224451223e-02,0.0000000000e+00,0.0000000000e+00
12.979970,-1.3533015309e-02,0.0000000000e+00,0.0000000000e+00
13.029970,-1.4889918370e-02,0.0000000000e+00,0.0000000000e+00
13.079970,-1.8454073467e-02,0.0000000000e+00,0.0000000000e+00
13.129970,-2.4399328504e-02,0.0000000000e+00,0.0000000000e+00
13.179970,-3.2908249051e-02,0.0000000000e+00,0.0000000000e+00
13.229970,-4.4091795132e-02,0.0000000000e+00,0.0000000000e+00
13.279970,-5.7828611796e-02,0.0000000000e+00,0.0000000000e+00
13.329970,-7.3561345451e-02,0.0000000000e+00,0.0000000000e+00
13.379970,-9.0136676077e-02,0.0000000000e+00,0.0000000000e+00
13.429970,-1.0579917268e-01,0.0000000000e+00,0.0000000000e+00
13.479970,-1.1841711818e-01,0.0000000000e+00,0.0000000000e+00
13.529970,-1.2592810956e-01,0.0000000000e+00,0.0000000000e+00
13.579970,-1.2687996659e-01,0.0000000000e+00,0.0000000000e+00
13.629970,-1.2086999486e-01,0.0000000000e+00,0.0000000000e+00
13.679970,-1.0870251112e-01,0.0000000000e+00,0.0000000000e+00
13.729970,-9.2192346457e-02,0.0000000000e+00,0.0000000000e+00
13.779970,-7.3688248651e-02,0.0000000000e+00,0.0000000000e+00
13.829970,-5.5498901047e-02,0.0000000000e+00,0.0000000000e+00
13.879970,-3.9423394086e-02,0.0000000000e+00,0.0000000000e+00
13.929970,-2.6518109518e-02,0.0000000000e+00,0.0000000000e+00
13.979970,-1.7119923264e-02,0.0000000000e+00,0.0000000000e+00
14.029970,-1.1050382061e-02,0.0000000000e+00,0.0000000000e+00
14.079970,-7.8837494472e-03,0.0000000000e+00,0.0000000000e+00
14.129970,-7.1748248876e-03,0.0000000000e+00,0.0000000000e+00
14.179970,-8.5867481423e-03,0.0000000000e+00,0.0000000000e+00
14.229970,-1.1907118092e-02,0.0000000000e+00,0.0000000000e+00
14.279970,-1.6976075311e-02,0.0000000000e+00,0.0000000000e+00
14.329970,-2.3569197695e-02,0.0000000000e+00,0.0000000000e+00
14.379970,-3.1284681908e-02,0.0000000000e+00,0.0000000000e+00
14.429970,-3.9481401286e-02,0.0000000000e+00,0.0000000000e+00
14.479970,-4.7301872868e-02,0.0000000000e+00,0.0000000000e+00
14.529970,-5.3790872755e-02,0.0000000000e+00,0.0000000000e+00
14.579970,-5.8088866919e-02,0.0000000000e+00,0.0000000000e+00
14.629970,-5.9648070405e-02,0.0000000000e+00,0.0000000000e+00
14.679970,-5.8400502427e-02,0.0000000000e+00,0.0000000000e+00
14.729970,-5.4812840201e-02,0.0000000000e+00,0.0000000000e+00
14.779970,-4.9794626280e-02,0.0000000000e+00,0.0000000000e+00
14.829970,-4.4475056648e-02,0.0000000000e+00,0.0000000000e+00
14.879970,-3.9910933672e-02,0.0000000000e+00,0.0000000000e+00
14.929970,-3.6815411091e-02,0.0000000000e+00,0.0000000000e+00
14.979970,-3.5392708704e-02,0.0000000000e+00,0.0000000000e+00
15.029970,-3.5329164249e-02,0.0000000000e+00,0.0000000000e+00
15.079970,-3.5938222538e-02,0.0000000000e+00,0.0000000000e+00
15.129970,-3.6405062320e-02,0.0000000000e+00,0.0000000000e+00
15.179970,-3.6044447768e-02,0.0000000000e+00,0.0000000000e+00
15.229970,-3.4485518516e-02,0.0000000000e+00,0.0000000000e+00
15.279970,-3.1730010929e-02,0.0000000000e+00,0.0000000000e+00
15.329970,-2.8082303377e-02,0.0000000000e+00,0.0000000000e+00
15.379970,-2.3997949155e-02,0.0000000000e+00,0.0000000000e+00
15.429970,-1.9920871710e-02,0.0000000000e+00,0.0000000000e+00
15.479970,-1.6169913632e-02,0.0000000000e+00,0.0000000000e+00
15.529970,-1.2901823429e-02,0.0000000000e+00,0.0000000000e+00
15.579970,-1.0139927270e-02,0.0000000000e+00,0.0000000000e+00
15.629970,-7.8343541934e-03,0.0000000000e+00,0.0000000000e+00
15.679970,-5.9182210596e-03,0.0000000000e+00,0.0000000000e+00
15.729970,-4.3391253749e-03,0.0000000000e+00,0.0000000000e+00
15.779970,-3.0643189198e-03,0.0000000000e+00,0.0000000000e+00
15.829970,-2.0704666706e-03,0.0000000000e+00,0.0000000000e+00
15.879970,-1.3312485341e-03,0.0000000000e+00,0.0000000000e+00
15.929970,-8.1108066319e-04,0.0000000000e+00,0.0000000000e+00
15.979970,-4.6639222940e-04,0.0000000000e+00,0.0000000000e+00
16.029970,-2.5136706176e-04,0.0000000000e+00,0.0000000000e+00
16.079970,-1.2405681864e-04,0.0000000000e+00,0.0000000000e+00
16.129970,-5.0189984125e-05,0.0000000000e+00,0.0000000000e+00
16.179970,-4.0447693061e-06,0.0000000000e+00,0.0000000000e+00
16.229970,3.2814937909e-05,0.0000000000e+00,0.0000000000e+00
16.279970,7.3654693222e-05,0.0000000000e+00,0.0000000000e+00
16.329970,1.2843079956e-04,0.0000000000e+00,0.0000000000e+00
16.379970,2.0471564238e-04,0.0000000000e+00,0.0000000000e+00
16.429970,3.0739078144e-04,0.0000000000e+00,0.0000000000e+00
16.479970,4.3710652599e-04,0.0000000000e+00,0.0000000000e+00
16.529970,5.8781701737e-04,0.0000000000e+00,0.0000000000e+00
16.579970,7.4415709896e-04,0.0000000000e+00,0.0000000000e+00
16.629970,8.8001981168e-04,0.0000000000e+00,0.0000000000e+00
16.679970,9.6013107126e-04,0.0000000000e+00,0.0000000000e+00
16.729970,9.4617017597e-04,0.0000000000e+00,0.0000000000e+00
16.779970,8.0760480227e-04,0.0000000000e+00,0.0000000000e+00
16.829970,5.3504160321e-04,0.0000000000e+00,0.0000000000e+00
16.879970,1.5156363980e-04,0.0000000000e+00,0.0000000000e+00
16.929970,-2.8322594113e-04,0.0000000000e+00,0.0000000000e+00
16.979970,-6.7987331279e-04,0.0000000000e+00,0.0000000000e+00
17.029970,-9.3587218059e-04,0.0000000000e+00,0.0000000000e+00
17.079970,-9.5788165237e-04,0.0000000000e+00,0.0000000000e+00
17.129970,-6.8274582126e-04,0.0000000000e+00,0.0000000000e+00
17.179970,-9.1950164961e-05,0.0000000000e+00,0.0000000000e+00
17.229970,7.8264322230e-04,0.0000000000e+00,0.0000000000e+00
17.279970,1.8611773440e-03,0.0000000000e+00,0.0000000000e+00
17.329970,3.0249794886e-03,0.0000000000e+00,0.0000000000e+00
17.379970,4.1320429861e-03,0.0000000000e+00,0.0000000000e+00
17.429970,5.0386286076e-03,0.0000000000e+00,0.0000000000e+00
17.479970,5.6250121449e-03,0.0000000000e+00,0.0000000000e+00
17.529970,5.8200748895e-03,0.0000000000e+00,0.0000000000e+00
17.579970,5.6171038280e-03,0.0000000000e+00,0.0000000000e+00
17.629970,5.0743590311e-03,0.0000000000e+00,0.0000000000e+00
17.679970,4.2990080289e-03,0.0000000000e+00,0.0000000000e+00
17.729970,3.4195345877e-03,0.0000000000e+00,0.0000000000e+00
17.779970,2.5561623740e-03,0.0000000000e+00,0.0000000000e+00
17.829970,1.7988991112e-03,0.0000000000e+00,0.0000000000e+00
17.879970,1.1988521226e-03,0.0000000000e+00,0.0000000000e+00
17.929970,7.7295912852e-04,0.0000000000e+00,0.0000000000e+00
17.979970,5.1798303741e-04,0.0000000000e+00,0.0000000000e+00
18.029970,4.2792787503e-04,0.0000000000e+00,0.0000000000e+00
